report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-18,STL@HOU,HOU,Yordan Alvarez,Andre Pallante,,,,,NA,,,,,0.865,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Carlos Correa,Andre Pallante,,,,,NA,,,,,0.448,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Christian Walker,Andre Pallante,,,,,NA,,,,,0.717,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Isaac Paredes,Andre Pallante,,,,,NA,,,,,0.282,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Taylor Trammell,Andre Pallante,,,,,NA,,,,,0.457,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Cam Smith,Andre Pallante,,,,,NA,,,,,0.620,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Christian Vázquez,Andre Pallante,,,,,NA,,,,,0.950,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,STL@HOU,HOU,Shay Whitcomb,Andre Pallante,,,,,NA,,,,,0.233,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Brandon Nimmo,George Kirby,,,,,NA,,,,,0.624,14,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Corey Seager,George Kirby,,,,,NA,,,,,0.512,23,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Wyatt Langford,George Kirby,,,,,NA,,,,,0.439,17,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Jake Burger,George Kirby,,,,,NA,,,,,0.571,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Joc Pederson,George Kirby,,,,,NA,,,,,0.558,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Josh Jung,George Kirby,,,,,NA,,,,,0.783,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Evan Carter,George Kirby,,,,,NA,,,,,0.448,10,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Ezequiel Duran,George Kirby,,,,,NA,,,,,0.366,19,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,TEX,Kyle Higashioka,George Kirby,,,,,NA,,,,,0.632,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,J.P. Crawford,Nathan Eovaldi,,,,,NA,,,,,0.342,25,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Cal Raleigh,Nathan Eovaldi,,,,,NA,,,,,0.423,24,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Julio Rodríguez,Nathan Eovaldi,,,,,NA,,,,,0.496,24,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Josh Naylor,Nathan Eovaldi,,,,,NA,,,,,0.412,14,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Randy Arozarena,Nathan Eovaldi,,,,,NA,,,,,0.497,34,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Luke Raley,Nathan Eovaldi,,,,,NA,,,,,0.657,18,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Dominic Canzone,Nathan Eovaldi,,,,,NA,,,,,0.281,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Cole Young,Nathan Eovaldi,,,,,NA,,,,,0.355,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TEX@SEA,SEA,Leo Rivas,Nathan Eovaldi,,,,,NA,,,,,0.317,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Ronald Acuña Jr.,Cristopher Sánchez,,,,,NA,,,,,0.569,13,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Drake Baldwin,Cristopher Sánchez,,,,,NA,,,,,0.655,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Ozzie Albies,Cristopher Sánchez,,,,,NA,,,,,0.456,16,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Matt Olson,Cristopher Sánchez,,,,,NA,,,,,0.747,21,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Austin Riley,Cristopher Sánchez,,,,,NA,,,,,0.644,13,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Mauricio Dubón,Cristopher Sánchez,,,,,NA,,,,,0.574,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Eli White,Cristopher Sánchez,,,,,NA,,,,,0.519,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Jonah Heim,Cristopher Sánchez,,,,,NA,,,,,0.379,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,ATL,Jorge Mateo,Cristopher Sánchez,,,,,NA,,,,,0.737,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Trea Turner,Chris Sale,,,,,NA,,,,,0.541,18,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Kyle Schwarber,Chris Sale,,,,,NA,,,,,0.623,18,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Bryce Harper,Chris Sale,,,,,NA,,,,,0.785,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Adolis García,Chris Sale,,,,,NA,,,,,0.391,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,J.T. Realmuto,Chris Sale,,,,,NA,,,,,0.486,15,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Alec Bohm,Chris Sale,,,,,NA,,,,,0.180,17,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Felix Reyes,Chris Sale,,,,,NA,,,,,,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Edmundo Sosa,Chris Sale,,,,,NA,,,,,0.761,15,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,ATL@PHI,PHI,Brandon Marsh,Chris Sale,,,,,NA,,,,,0.490,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,LAD,Shohei Ohtani,Ryan Feltner,,,,,198,,2.5,109,,0.764,11,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-18,LAD@COL,LAD,Kyle Tucker,Ryan Feltner,,,,,380,,1.5,-129,,0.446,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,LAD,Andy Pages,Ryan Feltner,,,,,430,,1.5,-131,,0.815,10,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,LAD,Freddie Freeman,Ryan Feltner,,,,,NA,,,,,0.607,19,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,LAD,Teoscar Hernández,Ryan Feltner,,,,,300,,1.5,-138,,0.791,11,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,LAD,Max Muncy,Ryan Feltner,,,,,288,,1.5,104,,0.792,16,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,LAD,Dalton Rushing,Ryan Feltner,,,,,425,,1.5,120,,0.950,2,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,LAD,Alex Freeland,Ryan Feltner,,,,,NA,,,,,0.278,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,LAD,Miguel Rojas,Ryan Feltner,,,,,825,,1.5,126,,0.520,7,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,COL,Edouard Julien,Emmet Sheehan,,,,,NA,,,,,0.481,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,COL,Mickey Moniak,Emmet Sheehan,,,,,NA,,,,,0.838,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,COL,TJ Rumfield,Emmet Sheehan,,,,,700,,1.5,146,,0.365,3,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,COL,Hunter Goodman,Emmet Sheehan,,,,,330,,1.5,100,,0.784,8,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,COL,Ezequiel Tovar,Emmet Sheehan,,,,,520,,1.5,117,,0.370,14,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,COL,Troy Johnston,Emmet Sheehan,,,,,NA,,,,,0.499,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,LAD@COL,COL,Brenton Doyle,Emmet Sheehan,,,,,588,,1.5,113,,0.464,10,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,LAD@COL,COL,Kyle Karros,Emmet Sheehan,,,,,900,,0.5,-186,,0.316,7,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-18,LAD@COL,COL,Jordan Beck,Emmet Sheehan,,,,,638,,1.5,136,,0.347,5,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-18,TOR@AZ,TOR,Nathan Lukes,Zac Gallen,,,,,NA,,,,,0.180,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Ernie Clement,Zac Gallen,,,,,NA,,,,,0.406,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Vladimir Guerrero Jr.,Zac Gallen,,,,,NA,,,,,0.612,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Jesús Sánchez,Zac Gallen,,,,,NA,,,,,0.482,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Eloy Jiménez,Zac Gallen,,,,,NA,,,,,0.345,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Andrés Giménez,Zac Gallen,,,,,NA,,,,,0.478,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Kazuma Okamoto,Zac Gallen,,,,,NA,,,,,0.221,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Myles Straw,Zac Gallen,,,,,NA,,,,,0.716,7,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,TOR,Tyler Heineman,Zac Gallen,,,,,NA,,,,,0.324,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Ketel Marte,Max Scherzer,,,,,NA,,,,,0.631,12,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Corbin Carroll,Max Scherzer,,,,,NA,,,,,0.643,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Geraldo Perdomo,Max Scherzer,,,,,NA,,,,,0.294,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Lourdes Gurriel Jr.,Max Scherzer,,,,,NA,,,,,,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Adrian Del Castillo,Max Scherzer,,,,,NA,,,,,0.696,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Jose Fernandez,Max Scherzer,,,,,NA,,,,,0.410,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Nolan Arenado,Max Scherzer,,,,,NA,,,,,0.613,19,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Ildemaro Vargas,Max Scherzer,,,,,NA,,,,,0.662,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,TOR@AZ,AZ,Alek Thomas,Max Scherzer,,,,,NA,,,,,0.196,4,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Ramón Laureano,Yusei Kikuchi,,,,,NA,,,,,0.628,34,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Fernando Tatis Jr.,Yusei Kikuchi,,,,,NA,,,,,0.403,15,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Jackson Merrill,Yusei Kikuchi,,,,,NA,,,,,0.607,6,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Manny Machado,Yusei Kikuchi,,,,,NA,,,,,0.509,15,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Xander Bogaerts,Yusei Kikuchi,,,,,NA,,,,,0.725,13,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Miguel Andujar,Yusei Kikuchi,,,,,NA,,,,,0.608,11,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Ty France,Yusei Kikuchi,,,,,NA,,,,,0.639,14,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Freddy Fermin,Yusei Kikuchi,,,,,NA,,,,,0.434,7,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,SD,Jake Cronenworth,Yusei Kikuchi,,,,,NA,,,,,0.290,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Zach Neto,Germán Márquez,,,,,NA,,,,,0.629,3,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Mike Trout,Germán Márquez,,,,,NA,,,,,0.784,9,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Nolan Schanuel,Germán Márquez,,,,,NA,,,,,0.323,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Jo Adell,Germán Márquez,,,,,NA,,,,,0.687,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Yoán Moncada,Germán Márquez,,,,,NA,,,,,0.588,8,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Oswald Peraza,Germán Márquez,,,,,NA,,,,,0.786,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Josh Lowe,Germán Márquez,,,,,NA,,,,,0.561,2,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Logan O'Hoppe,Germán Márquez,,,,,NA,,,,,0.449,5,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-18,SD@LAA,LAA,Adam Frazier,Germán Márquez,,,,,NA,,,,,0.738,25,,,,,,not_scored,not_scored,Display only,none,not_scored
