report_date,game,team,batter,opponent_pitcher,hr_prob_pct,tb2_prob_pct,fair_hr_american,fair_2tb_american,market_hr_american,edge_hr_pct,market_tb_line,market_tb_over_american,edge_tb_pct,recent_form_score,bvp_pa,tier,hr_tier,tb2_tier,recommended_prop,recommended_tier,hr_market_status,tb2_market_status,data_confidence,market_data_status,scoring_status
2026-04-20,ATH@SEA,ATH,Max Muncy,Emerson Hancock,,,,,900,,1.5,224,,0.409,43,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,ATH,Lawrence Butler,Emerson Hancock,,,,,625,,0.5,-122,,0.373,43,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,ATH,Zack Gelof,Emerson Hancock,,,,,NA,,,,,0.402,43,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,ATH@SEA,SEA,J.P. Crawford,J.T. Ginn,,,,,800,,0.5,-125,,0.510,37,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,SEA,Cal Raleigh,J.T. Ginn,,,,,275,,0.5,-147,,0.416,37,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,SEA,Julio Rodríguez,J.T. Ginn,,,,,390,,1.5,131,,0.494,37,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,SEA,Josh Naylor,J.T. Ginn,,,,,600,,1.5,155,,0.415,37,,,,,,not_scored,not_scored,Display only,full,not_scored
2026-04-20,ATH@SEA,SEA,Randy Arozarena,J.T. Ginn,,,,,445,,0.5,-161,,0.588,37,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,SEA,Luke Raley,J.T. Ginn,,,,,NA,,,,,0.819,37,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,ATH@SEA,SEA,Dominic Canzone,J.T. Ginn,,,,,NA,,,,,0.449,37,,,,,,not_scored,not_scored,Display only,none,not_scored
2026-04-20,ATH@SEA,SEA,Cole Young,J.T. Ginn,,,,,900,,0.5,-111,,0.323,37,,,,,,not_scored,not_scored,Display only,partial,not_scored
2026-04-20,ATH@SEA,SEA,Leo Rivas,J.T. Ginn,,,,,900,,0.5,102,,0.219,37,,,,,,not_scored,not_scored,Display only,partial,not_scored
