date,game,player,team,prop_type,line,market_odds,closing_odds,result,notes
2026-04-18,CWS@ATH,Reese McGuire,CWS,2+ TB,1.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,CWS@ATH,Jeff McNeil,ATH,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,CWS@ATH,Jeff McNeil,ATH,2+ TB,1.5,50,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,CWS@ATH,Shea Langeliers,ATH,HR,0.5,,,L,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,CWS@ATH,Shea Langeliers,ATH,2+ TB,1.5,-116,,W,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,CWS@ATH,Nick Kurtz,ATH,HR,0.5,,,W,"2 H, 5 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,CWS@ATH,Nick Kurtz,ATH,2+ TB,1.5,127,,W,"2 H, 5 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,CWS@ATH,Tyler Soderstrom,ATH,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,CWS@ATH,Tyler Soderstrom,ATH,2+ TB,1.5,135,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,CWS@ATH,Jacob Wilson,ATH,HR,0.5,,,W,"2 H, 5 TB, 1 HR, 2 R, 1 RBI"
2026-04-18,CWS@ATH,Jacob Wilson,ATH,2+ TB,1.5,-110,,W,"2 H, 5 TB, 1 HR, 2 R, 1 RBI"
2026-04-18,CWS@ATH,Carlos Cortes,ATH,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,CWS@ATH,Carlos Cortes,ATH,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,CWS@ATH,Max Muncy,ATH,HR,0.5,,,L,"1 H, 3 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,CWS@ATH,Max Muncy,ATH,2+ TB,1.5,127,,W,"1 H, 3 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,CWS@ATH,Lawrence Butler,ATH,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,CWS@ATH,Lawrence Butler,ATH,2+ TB,1.5,,,W,"1 H, 2 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,CWS@ATH,Austin Wynns,ATH,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,CWS@ATH,Austin Wynns,ATH,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Kevin McGonigle,DET,HR,0.5,,,L,"2 H, 2 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,DET@BOS,Kevin McGonigle,DET,2+ TB,1.5,150,,W,"2 H, 2 TB, 0 HR, 1 R, 1 RBI"
2026-04-18,DET@BOS,Gleyber Torres,DET,HR,0.5,800,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Gleyber Torres,DET,2+ TB,1.5,154,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Colt Keith,DET,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Colt Keith,DET,2+ TB,1.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Riley Greene,DET,HR,0.5,1000,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Riley Greene,DET,2+ TB,1.5,198,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Spencer Torkelson,DET,HR,0.5,700,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Spencer Torkelson,DET,2+ TB,1.5,185,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Kerry Carpenter,DET,HR,0.5,,,W,"2 H, 5 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,DET@BOS,Kerry Carpenter,DET,2+ TB,1.5,,,W,"2 H, 5 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,DET@BOS,Wenceel Pérez,DET,HR,0.5,710,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Wenceel Pérez,DET,2+ TB,1.5,166,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Javier Báez,DET,HR,0.5,1070,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Javier Báez,DET,2+ TB,1.5,200,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Jake Rogers,DET,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,DET@BOS,Jake Rogers,DET,2+ TB,1.5,,,W,"1 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,DET@BOS,Roman Anthony,BOS,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Roman Anthony,BOS,2+ TB,1.5,164,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Andruw Monasterio,BOS,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Andruw Monasterio,BOS,2+ TB,1.5,153,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Willson Contreras,BOS,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Willson Contreras,BOS,2+ TB,1.5,147,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Trevor Story,BOS,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Trevor Story,BOS,2+ TB,1.5,132,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Wilyer Abreu,BOS,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Wilyer Abreu,BOS,2+ TB,1.5,135,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,DET@BOS,Ceddanne Rafaela,BOS,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Ceddanne Rafaela,BOS,2+ TB,1.5,150,,W,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Caleb Durbin,BOS,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Caleb Durbin,BOS,2+ TB,1.5,195,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Connor Wong,BOS,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Connor Wong,BOS,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Isiah Kiner-Falefa,BOS,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,DET@BOS,Isiah Kiner-Falefa,BOS,2+ TB,1.5,202,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Sal Frelick,MIL,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Sal Frelick,MIL,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,William Contreras,MIL,HR,0.5,,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,William Contreras,MIL,2+ TB,1.5,150,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Brice Turang,MIL,HR,0.5,1300,,W,"2 H, 5 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,MIL@MIA,Brice Turang,MIL,2+ TB,1.5,230,,W,"2 H, 5 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,MIL@MIA,Gary Sánchez,MIL,HR,0.5,650,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Gary Sánchez,MIL,2+ TB,1.5,280,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Jake Bauers,MIL,HR,0.5,700,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Jake Bauers,MIL,2+ TB,1.5,300,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Luis Rengifo,MIL,HR,0.5,1300,,L,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Luis Rengifo,MIL,2+ TB,1.5,-120,,W,"1 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Garrett Mitchell,MIL,HR,0.5,1000,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Garrett Mitchell,MIL,2+ TB,1.5,260,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Brandon Lockridge,MIL,HR,0.5,2200,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Brandon Lockridge,MIL,2+ TB,1.5,360,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Joey Ortiz,MIL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Joey Ortiz,MIL,2+ TB,1.5,100,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Jakob Marsee,MIA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Jakob Marsee,MIA,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Xavier Edwards,MIA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Xavier Edwards,MIA,2+ TB,1.5,150,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Agustín Ramírez,MIA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Agustín Ramírez,MIA,2+ TB,1.5,240,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Liam Hicks,MIA,HR,0.5,,,L,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Liam Hicks,MIA,2+ TB,1.5,-110,,W,"2 H, 2 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Otto Lopez,MIA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Otto Lopez,MIA,2+ TB,1.5,180,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,MIL@MIA,Connor Norby,MIA,HR,0.5,,,L,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Connor Norby,MIA,2+ TB,1.5,250,,W,"2 H, 2 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Owen Caissie,MIA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Owen Caissie,MIA,2+ TB,1.5,360,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Heriberto Hernández,MIA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Heriberto Hernández,MIA,2+ TB,1.5,100,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,MIL@MIA,Javier Sanoja,MIA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,MIL@MIA,Javier Sanoja,MIA,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Gunnar Henderson,BAL,HR,0.5,900,,W,"2 H, 5 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Gunnar Henderson,BAL,2+ TB,1.5,150,,W,"2 H, 5 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Taylor Ward,BAL,HR,0.5,1050,,L,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Taylor Ward,BAL,2+ TB,1.5,150,,W,"1 H, 2 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Pete Alonso,BAL,HR,0.5,850,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Pete Alonso,BAL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI; market line 0.5 excluded from 2+ TB ROI"
2026-04-18,BAL@CLE,Dylan Beavers,BAL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Dylan Beavers,BAL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Colton Cowser,BAL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Colton Cowser,BAL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Leody Taveras,BAL,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Leody Taveras,BAL,2+ TB,1.5,150,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Samuel Basallo,BAL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Samuel Basallo,BAL,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Coby Mayo,BAL,HR,0.5,850,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Coby Mayo,BAL,2+ TB,1.5,325,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Jeremiah Jackson,BAL,HR,0.5,800,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Jeremiah Jackson,BAL,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Steven Kwan,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Steven Kwan,CLE,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI; market line 0.5 excluded from 2+ TB ROI"
2026-04-18,BAL@CLE,Chase DeLauter,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Chase DeLauter,CLE,2+ TB,1.5,50,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,José Ramírez,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,José Ramírez,CLE,2+ TB,1.5,175,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Kyle Manzardo,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Kyle Manzardo,CLE,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,George Valera,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,George Valera,CLE,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,BAL@CLE,Rhys Hoskins,CLE,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,BAL@CLE,Rhys Hoskins,CLE,2+ TB,1.5,275,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,BAL@CLE,Daniel Schneemann,CLE,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,BAL@CLE,Daniel Schneemann,CLE,2+ TB,1.5,400,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,BAL@CLE,Bo Naylor,CLE,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Bo Naylor,CLE,2+ TB,1.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,BAL@CLE,Brayan Rocchio,CLE,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,BAL@CLE,Brayan Rocchio,CLE,2+ TB,1.5,135,,W,"1 H, 4 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,STL@HOU,JJ Wetherholt,STL,HR,0.5,800,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,JJ Wetherholt,STL,2+ TB,1.5,185,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Iván Herrera,STL,HR,0.5,750,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Iván Herrera,STL,2+ TB,1.5,180,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Alec Burleson,STL,HR,0.5,600,,W,"2 H, 6 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,Alec Burleson,STL,2+ TB,1.5,180,,W,"2 H, 6 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,Jordan Walker,STL,HR,0.5,700,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Jordan Walker,STL,2+ TB,1.5,180,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Nolan Gorman,STL,HR,0.5,600,,L,"2 H, 2 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,STL@HOU,Nolan Gorman,STL,2+ TB,1.5,275,,W,"2 H, 2 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,STL@HOU,Masyn Winn,STL,HR,0.5,1100,,W,"1 H, 4 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,STL@HOU,Masyn Winn,STL,2+ TB,1.5,250,,W,"1 H, 4 TB, 1 HR, 1 R, 2 RBI"
2026-04-18,STL@HOU,Ramón Urías,STL,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Ramón Urías,STL,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Nathan Church,STL,HR,0.5,850,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Nathan Church,STL,2+ TB,1.5,195,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,José Fermín,STL,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,José Fermín,STL,2+ TB,1.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,Jose Altuve,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Jose Altuve,HOU,2+ TB,1.5,190,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Yordan Alvarez,HOU,HR,0.5,,,W,"2 H, 6 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,Yordan Alvarez,HOU,2+ TB,1.5,155,,W,"2 H, 6 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,STL@HOU,Carlos Correa,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Carlos Correa,HOU,2+ TB,1.5,168,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Christian Walker,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Christian Walker,HOU,2+ TB,1.5,125,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Isaac Paredes,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Isaac Paredes,HOU,2+ TB,1.5,162,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Taylor Trammell,HOU,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Taylor Trammell,HOU,2+ TB,1.5,275,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,STL@HOU,Cam Smith,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Cam Smith,HOU,2+ TB,1.5,165,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Christian Vázquez,HOU,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Christian Vázquez,HOU,2+ TB,1.5,150,,L,"0 H, 0 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,STL@HOU,Shay Whitcomb,HOU,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,STL@HOU,Shay Whitcomb,HOU,2+ TB,1.5,200,,W,"1 H, 4 TB, 1 HR, 1 R, 3 RBI"
2026-04-18,TEX@SEA,Brandon Nimmo,TEX,HR,0.5,562,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Brandon Nimmo,TEX,2+ TB,1.5,145,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Corey Seager,TEX,HR,0.5,360,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Corey Seager,TEX,2+ TB,1.5,130,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Wyatt Langford,TEX,HR,0.5,628,,L,"3 H, 4 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,Wyatt Langford,TEX,2+ TB,1.5,157,,W,"3 H, 4 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,Jake Burger,TEX,HR,0.5,475,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Jake Burger,TEX,2+ TB,1.5,152,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Joc Pederson,TEX,HR,0.5,550,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Joc Pederson,TEX,2+ TB,1.5,200,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Josh Jung,TEX,HR,0.5,895,,W,"2 H, 5 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,TEX@SEA,Josh Jung,TEX,2+ TB,1.5,195,,W,"2 H, 5 TB, 1 HR, 1 R, 1 RBI"
2026-04-18,TEX@SEA,Evan Carter,TEX,HR,0.5,805,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Evan Carter,TEX,2+ TB,1.5,202,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Ezequiel Duran,TEX,HR,0.5,,,L,"3 H, 4 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Ezequiel Duran,TEX,2+ TB,1.5,,,W,"3 H, 4 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Kyle Higashioka,TEX,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Kyle Higashioka,TEX,2+ TB,1.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,J.P. Crawford,SEA,HR,0.5,,,L,"2 H, 4 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,J.P. Crawford,SEA,2+ TB,1.5,227,,W,"2 H, 4 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,Cal Raleigh,SEA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Cal Raleigh,SEA,2+ TB,1.5,146,,L,"0 H, 0 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Julio Rodríguez,SEA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Julio Rodríguez,SEA,2+ TB,1.5,140,,L,"1 H, 1 TB, 0 HR, 0 R, 1 RBI"
2026-04-18,TEX@SEA,Josh Naylor,SEA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Josh Naylor,SEA,2+ TB,1.5,100,,L,"1 H, 1 TB, 0 HR, 0 R, 0 RBI"
2026-04-18,TEX@SEA,Randy Arozarena,SEA,HR,0.5,,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,Randy Arozarena,SEA,2+ TB,1.5,182,,L,"1 H, 1 TB, 0 HR, 1 R, 0 RBI"
2026-04-18,TEX@SEA,Luke Raley,SEA,HR,0.5,,,W,"1 H, 4 TB, 1 HR, 3 R, 1 RBI"
2026-04-18,TEX@SEA,Luke Raley,SEA,2+ TB,1.5,,,W,"1 H, 4 TB, 1 HR, 3 R, 1 RBI"
2026-04-18,TEX@SEA,Dominic Canzone,SEA,HR,0.5,,,L,"3 H, 4 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,TEX@SEA,Dominic Canzone,SEA,2+ TB,1.5,,,W,"3 H, 4 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,TEX@SEA,Cole Young,SEA,HR,0.5,,,L,"2 H, 2 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,TEX@SEA,Cole Young,SEA,2+ TB,1.5,256,,W,"2 H, 2 TB, 0 HR, 1 R, 2 RBI"
2026-04-18,TEX@SEA,Leo Rivas,SEA,HR,0.5,,,L,"0 H, 0 TB, 0 HR, 0 R, 1 RBI"
