rank,player,team,game,prop,line,current_odds,implied_probability,fair_probability,fair_price,edge_pct,confidence,recommendation,short_reasoning,required_recheck,source,last_update
106,Adley Rutschman,unavailable,BAL@NYY,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
107,Josh Bell,unavailable,TOR@MIN,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
108,Alec Burleson,unavailable,LAD@STL,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
109,Kyle Tucker,unavailable,LAD@STL,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
110,Willi Castro,unavailable,ATL@COL,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
111,Yoan Moncada,unavailable,NYM@LAA,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
112,Marcus Semien,unavailable,NYM@LAA,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
113,Julio Rodriguez,unavailable,KC@SEA,2+ total bases,1.5,140,0.4167,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
114,Austin Martin,unavailable,TOR@MIN,2+ total bases,1.5,141,0.4149,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
115,Miguel Vargas,unavailable,CWS@SD,2+ total bases,1.5,141,0.4149,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
116,Marcelo Mayer,unavailable,HOU@BOS,2+ total bases,1.5,142,0.4132,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
117,Kazuma Okamoto,unavailable,TOR@MIN,2+ total bases,1.5,142,0.4132,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
118,Ivan Herrera,unavailable,LAD@STL,2+ total bases,1.5,142,0.4132,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
119,MJ Melendez,unavailable,NYM@LAA,2+ total bases,1.5,142,0.4132,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
120,Mark Vientos,unavailable,NYM@LAA,2+ total bases,1.5,142,0.4132,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
121,Ezequiel Tovar,unavailable,ATL@COL,2+ total bases,1.5,144,0.4098,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
122,Dillon Dingler,unavailable,TEX@DET,2+ total bases,1.5,145,0.4082,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
123,TJ Friedl,unavailable,CIN@PIT,2+ total bases,1.5,145,0.4082,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
124,Nick Castellanos,unavailable,CWS@SD,2+ total bases,1.5,145,0.4082,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
125,Cal Raleigh,unavailable,KC@SEA,2+ total bases,1.5,145,0.4082,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
126,Corbin Carroll,unavailable,AZ@CHC,2+ total bases,1.5,145,0.4082,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
127,Kevin McGonigle,unavailable,TEX@DET,2+ total bases,1.5,146,0.4065,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
128,Jorge Mateo,unavailable,ATL@COL,2+ total bases,1.5,146,0.4065,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
129,Xander Bogaerts,unavailable,CWS@SD,2+ total bases,1.5,146,0.4065,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
130,Vinnie Pasquantino,unavailable,KC@SEA,2+ total bases,1.5,146,0.4065,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
131,Seiya Suzuki,unavailable,AZ@CHC,2+ total bases,1.5,146,0.4065,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
132,Maikel Garcia,unavailable,KC@SEA,2+ total bases,1.5,147,0.4049,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
133,Xavier Edwards,unavailable,PHI@MIA,2+ total bases,1.5,148,0.4032,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
134,Rafael Devers,unavailable,SF@TB,2+ total bases,1.5,148,0.4032,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
135,Nolan Schanuel,unavailable,NYM@LAA,2+ total bases,1.5,148,0.4032,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
136,Austin Hays,unavailable,CWS@SD,2+ total bases,1.5,148,0.4032,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
137,Luis Garcia,unavailable,MIL@WSH,2+ total bases,1.5,149,0.4016,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
138,Nick Kurtz,unavailable,CLE@ATH,2+ total bases,1.5,149,0.4016,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
139,Matt Vierling,unavailable,TEX@DET,2+ total bases,1.5,150,0.4,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
140,Miguel Andujar,unavailable,CWS@SD,2+ total bases,1.5,150,0.4,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
141,Lourdes Gurriel,unavailable,AZ@CHC,2+ total bases,1.5,150,0.4,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_yes_only,2026-05-01
142,Ketel Marte,unavailable,AZ@CHC,2+ total bases,1.5,150,0.4,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_yes_only,2026-05-01
143,Samuel Basallo,unavailable,BAL@NYY,2+ total bases,1.5,151,0.3984,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
144,JJ Wetherholt,unavailable,LAD@STL,2+ total bases,1.5,151,0.3984,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
145,Daniel Schneemann,unavailable,CLE@ATH,2+ total bases,1.5,151,0.3984,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
146,Jake Burger,unavailable,TEX@DET,2+ total bases,1.5,152,0.3968,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
147,James Wood,unavailable,MIL@WSH,2+ total bases,1.5,152,0.3968,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
148,Jordan Walker,unavailable,LAD@STL,2+ total bases,1.5,152,0.3968,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
149,Carson Benge,unavailable,NYM@LAA,2+ total bases,1.5,152,0.3968,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
150,Jorge Soler,unavailable,NYM@LAA,2+ total bases,1.5,152,0.3968,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
151,Taylor Ward,unavailable,BAL@NYY,2+ total bases,1.5,154,0.3937,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
152,Ty France,unavailable,CWS@SD,2+ total bases,1.5,154,0.3937,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
153,Jakob Marsee,unavailable,PHI@MIA,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
154,Matt Chapman,unavailable,SF@TB,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
155,Luke Keaschall,unavailable,TOR@MIN,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
156,Kyle Karros,unavailable,ATL@COL,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
157,Travis Bazzana,unavailable,CLE@ATH,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
158,Moises Ballesteros,unavailable,AZ@CHC,2+ total bases,1.5,155,0.3922,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
159,Bo Naylor,unavailable,CLE@ATH,2+ total bases,1.5,156,0.3906,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
160,Colby Thomas,unavailable,CLE@ATH,2+ total bases,1.5,156,0.3906,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
161,Tyler Black,unavailable,MIL@WSH,2+ total bases,1.5,158,0.3876,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
162,Marcell Ozuna,unavailable,CIN@PIT,2+ total bases,1.5,158,0.3876,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
163,Liam Hicks,unavailable,PHI@MIA,2+ total bases,1.5,158,0.3876,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
164,Josh Lowe,unavailable,NYM@LAA,2+ total bases,1.5,158,0.3876,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
165,Max Muncy,unavailable,LAD@STL,2+ total bases,1.5,159,0.3861,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
166,Sal Frelick,unavailable,MIL@WSH,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
167,Matt McLain,unavailable,CIN@PIT,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
168,Caleb Durbin,unavailable,HOU@BOS,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
169,Alec Bohm,unavailable,PHI@MIA,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
170,Andres Gimenez,unavailable,TOR@MIN,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
171,Brayan Rocchio,unavailable,CLE@ATH,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
172,Salvador Perez,unavailable,KC@SEA,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
173,Alex Bregman,unavailable,AZ@CHC,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
174,Ildemaro Vargas,unavailable,AZ@CHC,2+ total bases,1.5,160,0.3846,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
175,Cam Smith,unavailable,HOU@BOS,2+ total bases,1.5,161,0.3831,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
176,Jonny DeLuca,unavailable,SF@TB,2+ total bases,1.5,162,0.3817,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
177,Brett Baty,unavailable,NYM@LAA,2+ total bases,1.5,162,0.3817,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
178,Victor Caratini,unavailable,TOR@MIN,2+ total bases,1.5,164,0.3788,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
179,Brady House,unavailable,MIL@WSH,2+ total bases,1.5,165,0.3774,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
180,Daylen Lile,unavailable,MIL@WSH,2+ total bases,1.5,165,0.3774,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
181,Chandler Simpson,unavailable,SF@TB,2+ total bases,1.5,165,0.3774,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
182,Carter Jensen,unavailable,KC@SEA,2+ total bases,1.5,165,0.3774,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
183,CJ Abrams,unavailable,MIL@WSH,2+ total bases,1.5,166,0.3759,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
184,Jonathan Aranda,unavailable,SF@TB,2+ total bases,1.5,166,0.3759,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
185,Darell Hernaiz,unavailable,CLE@ATH,2+ total bases,1.5,166,0.3759,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
186,Miguel Rojas,unavailable,LAD@STL,2+ total bases,1.5,167,0.3745,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
187,Josh Naylor,unavailable,KC@SEA,2+ total bases,1.5,167,0.3745,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
188,Gleyber Torres,unavailable,TEX@DET,2+ total bases,1.5,168,0.3731,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
189,Brooks Lee,unavailable,TOR@MIN,2+ total bases,1.5,168,0.3731,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
190,Santiago Espinal,unavailable,LAD@STL,2+ total bases,1.5,168,0.3731,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
191,Ian Happ,unavailable,AZ@CHC,2+ total bases,1.5,168,0.3731,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
192,Brandon Marsh,unavailable,PHI@MIA,2+ total bases,1.5,170,0.3704,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
193,Jung Hoo Lee,unavailable,SF@TB,2+ total bases,1.5,170,0.3704,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
194,Ronny Mauricio,unavailable,NYM@LAA,2+ total bases,1.5,170,0.3704,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
195,Michael Massey,unavailable,KC@SEA,2+ total bases,1.5,170,0.3704,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
196,Royce Lewis,unavailable,TOR@MIN,2+ total bases,1.5,171,0.369,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
197,Leody Taveras,unavailable,BAL@NYY,2+ total bases,1.5,172,0.3676,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
198,Pete Crow-Armstrong,unavailable,AZ@CHC,2+ total bases,1.5,172,0.3676,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
199,Tyler Stephenson,unavailable,CIN@PIT,2+ total bases,1.5,174,0.365,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
200,Wenceel Perez,unavailable,TEX@DET,2+ total bases,1.5,175,0.3636,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
201,Bryson Stott,unavailable,PHI@MIA,2+ total bases,1.5,175,0.3636,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
202,Spencer Torkelson,unavailable,TEX@DET,2+ total bases,1.5,176,0.3623,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
203,Sam Antonacci,unavailable,CWS@SD,2+ total bases,1.5,176,0.3623,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
204,Konnor Griffin,unavailable,CIN@PIT,2+ total bases,1.5,177,0.361,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
205,Agustin Ramirez,unavailable,PHI@MIA,2+ total bases,1.5,178,0.3597,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
206,Jeff McNeil,unavailable,CLE@ATH,2+ total bases,1.5,179,0.3584,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
207,Spencer Steer,unavailable,CIN@PIT,2+ total bases,1.5,180,0.3571,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
208,Jake McCarthy,unavailable,ATL@COL,2+ total bases,1.5,180,0.3571,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
209,Geraldo Perdomo,unavailable,AZ@CHC,2+ total bases,1.5,180,0.3571,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
210,Jahmai Jones,unavailable,TEX@DET,2+ total bases,1.5,182,0.3546,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
211,Carlos Narvaez,unavailable,HOU@BOS,2+ total bases,1.5,182,0.3546,,,,5.0,WATCHLIST,"Price captured, but no player Statcast/pitch-type/fair-probability model in this artifact; not a bet.","official lineup/spot, current price, and fair-probability model",rotowire_props_two_way,2026-05-01
