rank,player,team,game,lineup_spot,hr_odds,implied_probability,estimated_hr_probability,fair_odds,edge_pct,weather_park,pitch_type_matchup,confidence,recommendation,unit_size,short_reasoning,source,last_update
99,Jesus Sanchez,unavailable,TOR@MIN,unavailable,549,0.1541,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
100,Kazuma Okamoto,unavailable,TOR@MIN,unavailable,550,0.1538,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
101,Brandon Nimmo,unavailable,TEX@DET,unavailable,551,0.1536,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
102,Colby Thomas,unavailable,CLE@A'S,unavailable,551,0.1536,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
103,Carlos Correa,unavailable,HOU@BOS,unavailable,555,0.1527,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
104,Julio Rodriguez,unavailable,KC@SEA,unavailable,557,0.1522,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
105,Jake Burger,unavailable,TEX@DET,unavailable,558,0.152,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
106,Brice Turang,unavailable,MIL@WSH,unavailable,560,0.1515,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
107,Daniel Schneemann,unavailable,CLE@ATH,unavailable,560,0.1515,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
108,Angel Martinez,unavailable,CLE@ATH,unavailable,562,0.1511,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
109,Daniel Schneemann,unavailable,CLE@A'S,unavailable,564,0.1506,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
110,Edouard Julien,unavailable,ATL@COL,unavailable,567,0.1499,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
111,Bryan Reynolds,unavailable,CIN@PIT,unavailable,578,0.1475,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
112,Mauricio Dubon,unavailable,ATL@COL,unavailable,579,0.1473,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
113,Josh Lowe,unavailable,NYM@LAA,unavailable,583,0.1464,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
114,Dillon Dingler,unavailable,TEX@DET,unavailable,585,0.146,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
115,Matt Chapman,unavailable,SF@TB,unavailable,587,0.1456,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
116,Angel Martinez,unavailable,CLE@A'S,unavailable,591,0.1447,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
117,Andy Pages,unavailable,LAD@STL,unavailable,597,0.1435,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
118,Taylor Ward,unavailable,BAL@NYY,unavailable,598,0.1433,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
119,Jazz Chisholm,unavailable,BAL@NYY,unavailable,600,0.1429,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
120,Michael Busch,unavailable,AZ@CHC,unavailable,600,0.1429,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
121,Brady House,unavailable,MIL@WAS,unavailable,600,0.1429,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
122,Matt Wallner,unavailable,TOR@MIN,unavailable,610,0.1408,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
123,Royce Lewis,unavailable,TOR@MIN,unavailable,610,0.1408,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
124,Alec Burleson,unavailable,LAD@STL,unavailable,610,0.1408,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
125,CJ Abrams,unavailable,MIL@WAS,unavailable,610,0.1408,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
126,Trea Turner,unavailable,PHI@MIA,unavailable,620,0.1389,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
127,Jordan Walker,unavailable,LAD@STL,unavailable,620,0.1389,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
128,Jackson Merrill,unavailable,CWS@SD,unavailable,620,0.1389,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
129,Ian Happ,unavailable,AZ@CHC,unavailable,620,0.1389,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
130,Riley Greene,unavailable,TEX@DET,unavailable,630,0.137,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
131,Willy Adames,unavailable,SF@TB,unavailable,630,0.137,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
132,Jorge Mateo,unavailable,ATL@COL,unavailable,630,0.137,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
133,Brett Baty,unavailable,NYM@LAA,unavailable,630,0.137,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
134,Josh Jung,unavailable,TEX@DET,unavailable,640,0.1351,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
135,Ryan O'Hearn,unavailable,CIN@PIT,unavailable,640,0.1351,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
136,JJ Bleday,unavailable,CIN@PIT,unavailable,650,0.1333,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
137,Ceddanne Rafaela,unavailable,HOU@BOS,unavailable,650,0.1333,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
138,Ronny Mauricio,unavailable,NYM@LAA,unavailable,650,0.1333,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
139,Nick Castellanos,unavailable,CWS@SD,unavailable,650,0.1333,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
140,Nolan Gorman,unavailable,LAD@STL,unavailable,660,0.1316,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
141,Marcus Semien,unavailable,NYM@LAA,unavailable,660,0.1316,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
142,Jarren Duran,unavailable,HOU@BOS,unavailable,670,0.1299,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
143,Zack Gelof,unavailable,CLE@A'S,unavailable,670,0.1299,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
144,Agustin Ramirez,unavailable,PHI@MIA,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
145,Josh Bell,unavailable,TOR@MIN,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
146,Ivan Herrera,unavailable,LAD@STL,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
147,Troy Johnston,unavailable,ATL@COL,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
148,Carson Benge,unavailable,NYM@LAA,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
149,Xander Bogaerts,unavailable,CWS@SD,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
150,Corbin Carroll,unavailable,AZ@CHC,unavailable,680,0.1282,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
151,Luis Garcia (WAS),unavailable,MIL@WAS,unavailable,680,0.1282,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
152,Travis Bazzana,unavailable,CLE@A'S,unavailable,680,0.1282,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
153,Freddie Freeman,unavailable,LAD@STL,unavailable,690,0.1266,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
154,JJ Wetherholt,unavailable,LAD@STL,unavailable,690,0.1266,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
155,Austin Hays,unavailable,CWS@SD,unavailable,690,0.1266,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
156,Luis Rengifo,unavailable,MIL@WAS,unavailable,690,0.1266,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
157,Luis Rengifo,unavailable,MIL@WSH,unavailable,700,0.125,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
158,Roman Anthony,unavailable,HOU@BOS,unavailable,700,0.125,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
159,Travis Bazzana,unavailable,CLE@ATH,unavailable,700,0.125,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
160,Tyler Black,unavailable,MIL@WSH,unavailable,710,0.1235,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
161,Brice Matthews,unavailable,HOU@BOS,unavailable,710,0.1235,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
162,T.J. Rumfield,unavailable,ATL@COL,unavailable,710,0.1235,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
163,Mark Vientos,unavailable,NYM@LAA,unavailable,710,0.1235,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
164,Josh Naylor,unavailable,KC@SEA,unavailable,710,0.1235,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
165,Kevin McGonigle,unavailable,TEX@DET,unavailable,720,0.122,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
166,Adley Rutschman,unavailable,BAL@NYY,unavailable,720,0.122,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
167,Kyle Tucker,unavailable,LAD@STL,unavailable,720,0.122,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
168,Moises Ballesteros,unavailable,AZ@CHC,unavailable,720,0.122,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
169,Tyler Black,unavailable,MIL@WAS,unavailable,720,0.122,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
170,Jose Altuve,unavailable,HOU@BOS,unavailable,730,0.1205,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
171,Cam Smith,unavailable,HOU@BOS,unavailable,730,0.1205,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
172,Jonathan Aranda,unavailable,SF@TB,unavailable,730,0.1205,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
173,Daylen Lile,unavailable,MIL@WAS,unavailable,730,0.1205,,,,unavailable,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
174,Jose Caballero,unavailable,BAL@NYY,unavailable,740,0.119,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
175,Jerar Encarnacion,unavailable,SF@TB,unavailable,750,0.1176,,,,neutral dome,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
176,Travis d'Arnaud,unavailable,NYM@LAA,unavailable,750,0.1176,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
177,Liam Hicks,unavailable,PHI@MIA,unavailable,760,0.1163,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
178,Bo Bichette,unavailable,NYM@LAA,unavailable,760,0.1163,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
179,Ty France,unavailable,CWS@SD,unavailable,760,0.1163,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
180,Wenceel Perez,unavailable,TEX@DET,unavailable,770,0.1149,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
181,Dylan Beavers,unavailable,BAL@NYY,unavailable,770,0.1149,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
182,Willi Castro,unavailable,ATL@COL,unavailable,770,0.1149,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
183,Tyrone Taylor,unavailable,NYM@LAA,unavailable,775,0.1143,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",rotowire_props_yes_only,2026-05-01
184,Gleyber Torres,unavailable,TEX@DET,unavailable,780,0.1136,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
185,Nathaniel Lowe,unavailable,CIN@PIT,unavailable,780,0.1136,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
186,Austin Wells,unavailable,BAL@NYY,unavailable,780,0.1136,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
187,Yohendrick Pinango,unavailable,TOR@MIN,unavailable,780,0.1136,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
188,Cole Young,unavailable,KC@SEA,unavailable,780,0.1136,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
189,Hao-Yu Lee,unavailable,TEX@DET,unavailable,790,0.1124,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
190,Marcell Ozuna,unavailable,CIN@PIT,unavailable,790,0.1124,,,,weather delay risk,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
191,Yainer Diaz,unavailable,HOU@BOS,unavailable,790,0.1124,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
192,Trevor Story,unavailable,HOU@BOS,unavailable,790,0.1124,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
193,Otto Lopez,unavailable,PHI@MIA,unavailable,790,0.1124,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
194,Leody Taveras,unavailable,BAL@NYY,unavailable,800,0.1111,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
195,Danny Jansen,unavailable,TEX@DET,unavailable,810,0.1099,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
196,Coby Mayo,unavailable,BAL@NYY,unavailable,810,0.1099,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
197,Bryson Stott,unavailable,PHI@MIA,unavailable,820,0.1087,,,,neutral/mild,unavailable: pitch-type data not fetched in artifact-only run,5.0,WATCHLIST,0.0,"HR price captured, but fair probability is unavailable without Statcast/pitch-type and confirmed lineup context; not a bet.",draftkings,2026-05-01
